ccaa,fecha,cases_50to59,cases_60to69,cases_70to79,cases_above80,cases_under50,deaths_under50,deaths_50to59,deaths_60to69,deaths_70to79,deaths_above80,hosp_under50,hosp_50to59,hosp_60to69,hosp_70to79,hosp_above80,uci_under50,uci_50to59,uci_60to69,uci_70to79,uci_above80
C.Valenciana,2020-06-30,3,3,1,1,12,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Cantabria,2020-06-29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Baleares,2020-06-29,1,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Murcia,2020-06-29,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Melilla,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-29,9,2,9,3,25,0,0,0,0,1,4,2,0,2,2,0,2,0,1,1
La Rioja,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-29,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canarias,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ceuta,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-29,0,0,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
País Vasco,2020-06-29,4,0,0,2,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Extremadura,2020-06-29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-06-29,14,13,7,8,76,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0
C.León,2020-06-29,0,0,4,2,7,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0
Andalucía,2020-06-29,5,3,0,0,6,0,0,0,0,2,2,1,2,0,0,1,0,0,0,0
C.Mancha,2020-06-29,4,3,1,5,10,0,0,1,0,2,1,0,0,0,5,0,0,0,0,0
C.Valenciana,2020-06-29,1,2,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Cantabria,2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-06-28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-06-28,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-06-28,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Melilla,2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-28,0,1,1,2,7,0,1,1,0,1,0,0,0,1,3,0,0,0,0,0
La Rioja,2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-28,2,1,0,1,8,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Canarias,2020-06-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ceuta,2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-28,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco,2020-06-28,2,1,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Extremadura,2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cataluña,2020-06-28,2,7,1,3,59,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0
C.León,2020-06-28,0,1,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0
Andalucía,2020-06-28,2,1,2,1,29,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
C.Mancha,2020-06-28,2,0,2,3,2,0,0,0,1,2,0,0,1,0,3,0,0,0,0,0
C.Valenciana,2020-06-28,3,1,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cantabria,2020-06-27,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Baleares,2020-06-27,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Navarra,2020-06-27,2,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-06-27,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Melilla,2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-27,3,0,2,6,11,0,0,0,0,1,7,1,0,2,3,0,0,0,0,1
La Rioja,2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-27,5,6,0,3,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Canarias,2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceuta,2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-27,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
País Vasco,2020-06-27,4,0,1,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Extremadura,2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-06-27,8,1,6,1,45,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
C.León,2020-06-27,1,2,1,3,5,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1
Andalucía,2020-06-27,2,1,0,1,12,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
C.Mancha,2020-06-27,1,2,3,5,18,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
C.Valenciana,2020-06-27,3,0,1,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cantabria,2020-06-26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-06-26,1,3,1,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Asturias,2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Navarra,2020-06-26,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-06-26,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Melilla,2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-26,12,3,6,8,38,0,0,0,0,1,1,1,2,0,3,0,0,0,0,0
La Rioja,2020-06-26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-26,4,0,0,1,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Canarias,2020-06-26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ceuta,2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco,2020-06-26,3,4,0,0,13,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Extremadura,2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-06-26,40,27,14,15,154,0,1,0,0,0,0,2,1,0,2,0,0,0,0,1
C.León,2020-06-26,4,2,1,2,12,0,0,0,1,1,1,2,0,1,0,0,1,0,0,0
Andalucía,2020-06-26,4,2,0,1,15,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
C.Mancha,2020-06-26,2,4,8,6,6,0,0,0,1,1,3,0,2,1,3,0,0,0,0,0
C.Valenciana,2020-06-26,0,3,1,1,7,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
Cantabria,2020-06-25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-06-25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-06-25,1,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Murcia,2020-06-25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilla,2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-25,12,8,6,6,39,0,0,2,3,2,2,0,2,0,6,0,0,1,0,0
La Rioja,2020-06-25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-25,6,3,1,0,33,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Canarias,2020-06-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceuta,2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-25,0,1,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
País Vasco,2020-06-25,4,4,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Extremadura,2020-06-25,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-06-25,23,9,4,7,72,0,0,1,0,1,3,0,2,1,2,0,1,1,0,0
C.León,2020-06-25,5,3,4,1,6,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
Andalucía,2020-06-25,2,2,0,0,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
C.Mancha,2020-06-25,3,2,1,5,21,0,0,0,0,0,0,0,0,2,7,0,0,0,1,0
C.Valenciana,2020-06-25,1,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cantabria,2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-06-24,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-06-24,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilla,2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-24,7,2,7,6,27,0,0,1,2,3,6,0,1,4,4,1,1,0,1,1
La Rioja,2020-06-24,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-24,5,2,3,0,33,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Canarias,2020-06-24,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ceuta,2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-24,1,0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
País Vasco,2020-06-24,4,1,2,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Extremadura,2020-06-24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-06-24,8,5,0,4,31,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0
C.León,2020-06-24,1,0,6,4,8,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
Andalucía,2020-06-24,3,2,1,2,83,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
C.Mancha,2020-06-24,2,2,4,6,7,0,0,0,0,0,1,1,2,0,2,0,0,0,0,1
C.Valenciana,2020-06-24,1,2,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cantabria,2020-06-23,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Baleares,2020-06-23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-06-23,5,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Murcia,2020-06-23,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Melilla,2020-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-23,12,9,9,12,37,0,0,0,0,4,5,1,1,1,3,0,0,0,0,2
La Rioja,2020-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-23,4,1,0,3,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Canarias,2020-06-23,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ceuta,2020-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-23,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco,2020-06-23,3,1,1,1,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Extremadura,2020-06-23,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-06-23,24,15,7,14,101,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
C.León,2020-06-23,5,3,2,6,14,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Andalucía,2020-06-23,2,2,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C.Mancha,2020-06-23,4,9,2,7,22,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
C.Valenciana,2020-06-23,3,1,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Cantabria,2020-06-22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Baleares,2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Navarra,2020-06-22,1,4,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-06-22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilla,2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-22,4,2,2,3,22,0,0,0,2,3,5,1,1,2,4,0,0,0,0,0
La Rioja,2020-06-22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-22,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canarias,2020-06-22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ceuta,2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco,2020-06-22,1,3,0,0,14,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
Extremadura,2020-06-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cataluña,2020-06-22,20,7,7,3,57,0,0,0,0,1,3,2,0,1,0,0,1,0,0,0
C.León,2020-06-22,4,3,0,3,7,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
Andalucía,2020-06-22,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
C.Mancha,2020-06-22,0,5,2,3,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
C.Valenciana,2020-06-22,0,1,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Cantabria,2020-06-21,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-06-21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-06-21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-06-21,2,1,2,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Murcia,2020-06-21,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilla,2020-06-21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-21,5,0,1,2,8,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0
La Rioja,2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-21,7,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canarias,2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceuta,2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-21,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
País Vasco,2020-06-21,3,2,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura,2020-06-21,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-06-21,9,2,2,3,21,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0
C.León,2020-06-21,1,1,0,1,2,0,0,0,0,6,1,3,1,0,0,1,0,0,0,0
Andalucía,2020-06-21,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
C.Mancha,2020-06-21,1,0,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C.Valenciana,2020-06-21,0,1,0,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
Cantabria,2020-06-20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-06-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-06-20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-06-20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-06-20,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Melilla,2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-20,9,5,5,6,13,0,1,1,0,4,7,0,1,2,4,1,1,0,0,0
La Rioja,2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-20,2,1,1,0,26,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
Canarias,2020-06-20,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceuta,2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
País Vasco,2020-06-20,1,0,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura,2020-06-20,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-06-20,9,5,1,2,38,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0
C.León,2020-06-20,1,0,4,3,10,0,0,1,0,2,1,0,0,1,2,0,0,0,0,0
Andalucía,2020-06-20,1,0,0,2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C.Mancha,2020-06-20,5,3,2,4,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
C.Valenciana,2020-06-20,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cantabria,2020-06-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-06-19,0,1,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Asturias,2020-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-06-19,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-06-19,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Melilla,2020-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-19,9,8,9,11,59,0,0,1,4,5,4,1,0,3,10,1,0,0,0,0
La Rioja,2020-06-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-19,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canarias,2020-06-19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ceuta,2020-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco,2020-06-19,1,1,2,5,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Extremadura,2020-06-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-06-19,24,16,5,5,67,1,0,0,1,1,0,0,0,1,3,1,0,0,0,0
C.León,2020-06-19,1,2,3,2,4,0,0,0,0,4,1,0,0,2,1,0,0,0,0,0
Andalucía,2020-06-19,0,1,2,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
C.Mancha,2020-06-19,0,3,2,7,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
C.Valenciana,2020-06-19,2,0,1,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cantabria,2020-06-18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Baleares,2020-06-18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-06-18,1,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Murcia,2020-06-18,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilla,2020-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-18,21,13,12,9,47,0,0,0,2,2,5,3,0,2,5,0,0,0,0,1
La Rioja,2020-06-18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-18,4,1,2,1,19,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0
Canarias,2020-06-18,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Ceuta,2020-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco,2020-06-18,4,4,2,2,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Extremadura,2020-06-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-06-18,15,7,4,17,66,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0
C.León,2020-06-18,3,1,1,1,7,0,0,0,1,2,0,0,0,2,2,0,0,0,0,0
Andalucía,2020-06-18,3,1,0,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
C.Mancha,2020-06-18,6,4,3,5,5,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0
C.Valenciana,2020-06-18,2,1,1,5,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Cantabria,2020-06-17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-06-17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asturias,2020-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_ccaa,2020-06-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Navarra,2020-06-17,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,2020-06-17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilla,2020-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2020-06-17,10,13,20,22,51,0,1,2,2,6,6,0,0,2,2,0,0,1,1,0
La Rioja,2020-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2020-06-17,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Canarias,2020-06-17,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ceuta,2020-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-06-17,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco,2020-06-17,6,3,6,4,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Extremadura,2020-06-17,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña,2020-06-17,11,6,5,11,51,0,0,0,0,2,4,1,0,2,1,0,0,0,0,0
C.León,2020-06-17,7,2,3,4,10,0,0,0,2,5,0,0,1,2,1,0,0,0,1,0
Andalucía,2020-06-17,1,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C.Mancha,2020-06-17,1,2,0,1,10,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0
C.Valenciana,2020-06-17,3,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cantabria,2020-06-16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baleares,2020-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
