ccaa,dose1_80,pop_80,perc_80,dose1_70,pop_70,perc_70,dose1_60,perc_60,dose1_50,pop_50,perc_50,dose1_25,pop_25,perc_25,dose1_18,pop_18,perc_18,dose1_16,pop_16,perc_16,dose1_total,pop_total,perc_total,fecha
"Asturias","86.078","87.826","98,0%","59.014","149.652","54,0%","60.803","40,6%","22.454","162.645","13,8%","33.275","322.095","10,3%","3.364","54.179","6,2%","36","15.563","0,2%","265.024","901.209","29,4%","2021-04-19T22:00:00.000Z"
"Asturias","86.165","87.826","98,1%","65.337","149.652","59,8%","62.139","41,5%","22.654","162.645","13,9%","33.706","322.095","10,5%","3.384","54.179","6,2%","36","15.563","0,2%","273.421","901.209","30,3%","2021-04-20T22:00:00.000Z"
"Asturias","86.268","87.826","98,2%","68.563","149.652","62,8%","63.852","42,7%","23.350","162.645","14,4%","34.834","322.095","10,8%","3.473","54.179","6,4%","36","15.563","0,2%","280.376","901.209","31,1%","2021-04-21T22:00:00.000Z"
"Asturias","86.386","87.826","98,4%","70.879","149.652","64,9%","66.320","44,3%","24.176","162.645","14,9%","36.457","322.095","11,3%","3.566","54.179","6,6%","36","15.563","0,2%","287.820","901.209","31,9%","2021-04-22T22:00:00.000Z"
"Asturias","86.571","87.826","98,6%","75.821","149.652","69,4%","73.233","48,9%","25.184","162.645","15,5%","38.420","322.095","11,9%","3.734","54.179","6,9%","36","15.563","0,2%","302.999","901.209","33,6%","2021-04-25T22:00:00.000Z"
"Asturias","86.600","87.826","98,6%","79.396","149.652","72,7%","74.417","49,7%","25.200","162.645","15,5%","38.832","322.095","12,1%","3.755","54.179","6,9%","36","15.563","0,2%","308.236","901.209","34,2%","2021-04-26T22:00:00.000Z"
"Asturias","86.740","87.826","98,8%","84.110","149.652","77,0%","74.573","49,8%","25.360","162.645","15,6%","39.531","322.095","12,3%","3.797","54.179","7,0%","36","15.563","0,2%","314.147","901.209","34,9%","2021-04-27T22:00:00.000Z"
"Asturias","86.814","87.826","98,8%","87.929","149.652","80,5%","74.990","50,1%","25.427","162.645","15,6%","40.262","322.095","12,5%","3.824","54.179","7,1%","36","15.563","0,2%","319.282","901.209","35,4%","2021-04-28T22:00:00.000Z"
"Asturias","86.871","87.826","98,9%","91.632","149.652","83,9%","76.379","51,0%","25.602","162.645","15,7%","40.510","322.095","12,6%","3.849","54.179","7,1%","37","15.563","0,2%","324.880","901.209","36,0%","2021-04-29T22:00:00.000Z"
"Asturias","87.077","87.826","99,1%","99.700","149.652","91,3%","77.329","51,7%","26.258","162.645","16,1%","41.754","322.095","13,0%","4.104","54.179","7,6%","37","15.563","0,2%","336.259","901.209","37,3%","2021-05-02T22:00:00.000Z"
"Asturias","87.141","87.826","99,2%","101.161","149.652","92,6%","79.164","52,9%","26.417","162.645","16,2%","42.071","322.095","13,1%","4.160","54.179","7,7%","37","15.563","0,2%","340.151","901.209","37,7%","2021-05-03T22:00:00.000Z"
"Asturias","87.184","87.826","99,3%","102.543","149.652","93,9%","84.721","56,6%","26.567","162.645","16,3%","42.410","322.095","13,2%","4.186","54.179","7,7%","37","15.563","0,2%","347.648","901.209","38,6%","2021-05-04T22:00:00.000Z"
"Asturias","87.279","87.826","99,4%","104.672","149.652","95,8%","90.915","60,8%","26.701","162.645","0","42.664","322.095","13,2%","4.240","54.179","7,8%","37","15.563","0,2%","356.508","901.209","39,6%","2021-05-05T22:00:00.000Z"
"Asturias","87.319","87.826","99,4%","105.725","149.652","96,8%","99.173","66,3%","26.796","162.645","0","42.847","322.095","13,3%","4.264","54.179","7,9%","37","15.563","0,2%","366.161","901.209","40,6%","2021-05-06T22:00:00.000Z"
"Asturias","87.419","87.826","99,5%","107.712","149.652","98,6%","113.307","75,7%","30.010","162.645","0","43.100","322.095","13,4%","4.311","54.179","8,0%","38","15.563","0,2%","385.897","901.209","42,8%","2021-05-09T22:00:00.000Z"
"Asturias","87.442","87.826","99,6%","108.039","149.652","98,9%","115.264","77,0%","34.501","162.645","0","43.217","322.095","13,4%","4.330","54.179","8,0%","38","15.563","0,2%","392.831","901.209","43,6%","2021-05-10T22:00:00.000Z"
"Asturias","87.503","87.826","99,6%","108.706","149.652","99,5%","117.182","78,3%","37.605","162.645","0","43.306","322.095","13,4%","4.377","54.179","8,1%","38","15.563","0,2%","398.717","901.209","44,2%","2021-05-11T22:00:00.000Z"
"Asturias","87.580","87.826","99,7%","109.183","149.652","99,9%","118.800","79,4%","41.952","162.645","0","43.487","322.095","13,5%","4.403","54.179","8,1%","38","15.563","0,2%","405.443","901.209","45,0%","2021-05-12T22:00:00.000Z"
"Asturias","87.619","87.826","99,8%","109.971","149.652","100,0%","120.953","80,8%","46.353","162.645","0","43.581","322.095","13,5%","4.431","54.179","8,2%","41","15.563","0,3%","412.949","901.209","45,8%","2021-05-13T22:00:00.000Z"
"Asturias","87.732","87.826","99,9%","110.916","149.652","100,0%","126.131","84,3%","53.170","162.645","32,7%","43.894","322.095","13,6%","4.463","54.179","8,2%","41","15.563","0,3%","426.347","901.209","47,3%","2021-05-16T22:00:00.000Z"
"Asturias","87.759","87.826","99,9%","111.179","149.652","100,0%","129.216","86,3%","56.044","162.645","34,5%","44.012","322.095","13,7%","4.478","54.179","8,3%","41","15.563","0,3%","432.729","901.209","48,0%","2021-05-17T22:00:00.000Z"
"Asturias","87.795","87.826","100,0%","111.378","149.652","100,0%","130.976","87,5%","60.813","162.645","37,4%","44.041","322.095","13,7%","4.481","54.179","8,3%","41","15.563","0,3%","439.525","901.209","48,8%","2021-05-18T22:00:00.000Z"
"Asturias","87.846","87.826","100,0%","111.524","149.652","100,0%","131.531","87,9%","63.759","162.645","39,2%","44.257","322.095","13,7%","4.486","54.179","8,3%","41","15.563","0,3%","443.444","901.209","49,2%","2021-05-19T22:00:00.000Z"
"Asturias","87.885","87.826","100,0%","111.644","149.652","100,0%","132.571","88,6%","66.311","162.645","40,8%","44.321","322.095","13,8%","4.488","54.179","8,3%","41","15.563","0,3%","447.261","901.209","49,6%","2021-05-20T22:00:00.000Z"
"Asturias","87.956","87.826","100,0%","111.910","149.652","100,0%","133.408","89,1%","72.875","162.645","44,8%","44.682","322.095","13,9%","4.523","54.179","8,3%","42","15.563","0,3%","455.396","901.209","50,5%","2021-05-23T22:00:00.000Z"
"Asturias","87.968","87.826","100,0%","112.029","149.652","100,0%","133.684","89,3%","76.337","162.645","46,9%","44.793","322.095","13,9%","4.526","54.179","8,4%","43","15.563","0,3%","459.380","901.209","51,0%","2021-05-24T22:00:00.000Z"
"Asturias","87.978","87.826","100,0%","112.140","149.652","100,0%","134.066","89,6%","81.325","162.645","50,0%","44.949","322.095","14,0%","4.534","54.179","8,4%","43","15.563","0,3%","465.035","901.209","51,6%","2021-05-25T22:00:00.000Z"
"Asturias","88.020","87.826","100,0%","112.261","149.652","100,0%","134.196","89,7%","86.852","162.645","53,4%","45.059","322.095","14,0%","4.540","54.179","8,4%","43","15.563","0,3%","470.971","901.209","52,3%","2021-05-26T22:00:00.000Z"
"Asturias","88.035","87.826","100,0%","112.347","149.652","100,0%","135.086","90,3%","93.887","162.645","57,7%","45.147","322.095","14,0%","4.547","54.179","8,4%","43","15.563","0,3%","479.092","901.209","53,2%","2021-05-27T22:00:00.000Z"
"Asturias","88.081","87.826","100,0%","112.537","149.652","100,0%","135.873","90,8%","102.721","162.645","63,2%","45.451","322.095","14,1%","4.596","54.179","8,5%","51","15.563","0,3%","489.310","901.209","54,3%","2021-05-30T22:00:00.000Z"
"Asturias","88.093","87.826","100,0%","112.597","149.652","100,0%","136.042","90,9%","106.798","162.645","65,7%","45.530","322.095","14,1%","4.604","54.179","8,5%","53","15.563","0,3%","493.717","901.209","54,8%","2021-05-31T22:00:00.000Z"
"Asturias","88.104","87.826","100,0%","112.644","149.652","100,0%","136.065","90,9%","113.367","162.645","69,7%","45.620","322.095","14,2%","4.616","54.179","8,5%","53","15.563","0,3%","500.469","901.209","55,5%","2021-06-01T22:00:00.000Z"
"Asturias","88.120","87.826","100,0%","112.697","149.652","100,0%","136.145","91,0%","119.562","162.645","73,5%","46.045","322.095","14,3%","4.632","54.179","8,5%","53","15.563","0,3%","507.254","901.209","56,3%","2021-06-02T22:00:00.000Z"
"Asturias","88.138","100,0%","112.734","100,0%","76,3%","91,4%","124.046","27.016","16,2%","20.557","13,3%","4.641","8,6%","54","0,3%","514.030","901.209","57,0%",,,,,,"2021-06-03T22:00:00.000Z"
"Baleares","33.141","49.542","66,9%","2.346","117.231","2,9%","15.295","13,0%","19.592","165.797","11,8%","41.453","464.054","8,9%","3.517","85.839","4,1%","31","23.300","0,1%","115.375","986.279","11,7%","2021-03-30T22:00:00.000Z"
"Baleares","33.141","49.542","66,9%","2.346","117.231","2,9%","15.295","13,0%","19.592","165.797","11,8%","41.453","464.054","8,9%","3.517","85.839","4,1%","31","23.300","0,1%","115.375","986.279","11,7%","2021-03-31T22:00:00.000Z"
"Baleares","38.747","49.542","78,2%","2.354","117.231","2,9%","17.520","14,9%","19.928","165.797","12,0%","41.665","464.054","9,0%","3.535","85.839","4,1%","32","23.300","0,1%","123.781","986.279","12,6%","2021-04-02T22:00:00.000Z"
"Baleares","39.275","49.542","79,3%","2.355","117.231","2,9%","18.928","16,1%","20.083","165.797","12,1%","41.736","464.054","9,0%","3.545","85.839","4,1%","32","23.300","0,1%","125.954","986.279","12,8%","2021-04-04T22:00:00.000Z"
"Baleares","39.827","49.542","80,4%","2.358","117.231","2,9%","19.447","16,6%","20.099","165.797","12,1%","41.754","464.054","9,0%","3.550","85.839","4,1%","32","23.300","0,1%","127.067","986.279","12,9%","2021-04-05T22:00:00.000Z"
"Baleares","41.057","49.542","82,9%","2.975","117.231","3,7%","20.630","17,6%","20.216","165.797","12,2%","42.003","464.054","9,1%","3.585","85.839","4,2%","33","23.300","0,1%","130.499","986.279","13,2%","2021-04-06T22:00:00.000Z"
"Baleares","43.357","49.542","87,5%","4.466","117.231","5,5%","23.135","19,7%","20.396","165.797","12,3%","42.250","464.054","9,1%","3.673","85.839","4,3%","33","23.300","0,1%","137.310","986.279","13,9%","2021-04-07T22:00:00.000Z"
"Baleares","45.065","49.542","91,0%","7.080","117.231","8,8%","26.170","22,3%","20.400","165.797","12,3%","42.280","464.054","9,1%","3.675","85.839","4,3%","33","23.300","0,1%","144.703","986.279","14,7%","2021-04-08T22:00:00.000Z"
"Baleares","46.717","49.542","94,3%","13.864","117.231","17,2%","34.296","29,3%","20.439","165.797","12,3%","42.407","464.054","9,1%","3.686","85.839","4,3%","33","23.300","0,1%","161.442","986.279","16,4%","2021-04-11T22:00:00.000Z"
"Baleares","46.949","49.542","94,8%","16.475","117.231","20,5%","39.265","33,5%","20.444","165.797","12,3%","42.426","464.054","9,1%","3.688","85.839","4,3%","33","23.300","0,1%","169.280","986.279","17,2%","2021-04-12T22:00:00.000Z"
"Baleares","47.082","49.542","95,0%","18.995","117.231","23,6%","42.756","36,5%","20.462","165.797","12,3%","42.441","464.054","9,1%","3.691","85.839","4,3%","33","23.300","0,1%","175.460","986.279","17,8%","2021-04-13T22:00:00.000Z"
"Baleares","47.421","49.542","95,7%","22.702","117.231","28,2%","43.816","37,4%","20.559","165.797","12,4%","42.547","464.054","9,2%","3.697","85.839","4,3%","33","23.300","0,1%","180.775","986.279","18,3%","2021-04-14T22:00:00.000Z"
"Baleares","47.680","49.542","96,2%","26.530","117.231","32,9%","44.834","38,2%","20.650","165.797","12,5%","42.642","464.054","9,2%","3.704","85.839","4,3%","33","23.300","0,1%","186.073","986.279","18,9%","2021-04-15T22:00:00.000Z"
"Baleares","48.040","49.542","97,0%","32.837","117.231","40,8%","47.951","40,9%","20.803","165.797","12,5%","42.812","464.054","9,2%","3.720","85.839","4,3%","33","23.300","0,1%","196.196","986.279","19,9%","2021-04-18T22:00:00.000Z"
"Baleares","48.065","49.542","97,0%","34.385","117.231","42,7%","49.049","41,8%","20.812","165.797","12,6%","42.821","464.054","9,2%","3.721","85.839","4,3%","33","23.300","0,1%","198.886","986.279","20,2%","2021-04-19T22:00:00.000Z"
"Baleares","48.175","49.542","97,2%","36.823","117.231","45,7%","50.147","42,8%","20.835","165.797","12,6%","42.857","464.054","9,2%","3.726","85.839","4,3%","33","23.300","0,1%","202.596","986.279","20,5%","2021-04-20T22:00:00.000Z"
"Baleares","48.359","49.542","97,6%","40.252","117.231","50,0%","51.620","44,0%","20.907","165.797","12,6%","42.922","464.054","9,2%","3.727","85.839","4,3%","33","23.300","0,1%","207.820","986.279","21,1%","2021-04-21T22:00:00.000Z"
"Baleares","48.455","49.542","97,8%","43.582","117.231","54,1%","53.141","45,3%","20.979","165.797","12,7%","42.982","464.054","9,3%","3.730","85.839","4,3%","33","23.300","0,1%","212.902","986.279","21,6%","2021-04-22T22:00:00.000Z"
"Baleares","48.609","49.542","98,1%","51.563","117.231","64,0%","57.228","48,8%","21.098","165.797","12,7%","43.153","464.054","9,3%","3.742","85.839","4,4%","33","23.300","0,1%","225.426","986.279","22,9%","2021-04-25T22:00:00.000Z"
"Baleares","48.658","49.542","98,2%","52.119","117.231","64,7%","58.542","49,9%","21.107","165.797","12,7%","43.172","464.054","9,3%","3.745","85.839","4,4%","33","23.300","0,1%","227.376","986.279","23,1%","2021-04-26T22:00:00.000Z"
"Baleares","48.721","49.542","98,3%","52.714","117.231","65,5%","59.833","51,0%","21.130","165.797","12,7%","43.186","464.054","9,3%","3.749","85.839","4,4%","33","23.300","0,1%","229.366","986.279","23,3%","2021-04-27T22:00:00.000Z"
"Baleares","48.812","49.542","98,5%","54.670","117.231","67,9%","61.173","52,2%","21.313","165.797","12,9%","43.414","464.054","9,4%","3.758","85.839","4,4%","34","23.300","0,1%","233.174","986.279","23,6%","2021-04-28T22:00:00.000Z"
"Baleares","48.890","49.542","98,7%","56.372","117.231","70,0%","62.675","53,5%","21.389","165.797","12,9%","43.480","464.054","9,4%","3.767","85.839","4,4%","35","23.300","0,2%","236.608","986.279","24,0%","2021-04-29T22:00:00.000Z"
"Baleares","49.039","49.542","99,0%","59.746","117.231","74,2%","63.821","54,4%","22.157","165.797","13,4%","43.987","464.054","9,5%","3.811","85.839","4,4%","36","23.300","0,2%","242.597","986.279","24,6%","2021-05-02T22:00:00.000Z"
"Baleares","49.074","49.542","99,1%","60.572","117.231","75,2%","64.438","55,0%","22.480","165.797","13,6%","44.015","464.054","9,5%","3.817","85.839","4,4%","36","23.300","0,2%","244.432","986.279","24,8%","2021-05-03T22:00:00.000Z"
"Baleares","49.241","49.542","99,4%","63.103","117.231","78,4%","65.076","55,5%","23.041","165.797","13,9%","44.057","464.054","9,5%","3.822","85.839","4,5%","36","23.300","0,2%","248.376","986.279","25,2%","2021-05-04T22:00:00.000Z"
"Baleares","49.462","49.542","99,8%","67.161","117.231","83,4%","70.527","60,2%","23.821","165.797","0","44.306","464.054","9,5%","3.848","85.839","4,5%","36","23.300","0,2%","259.161","986.279","26,3%","2021-05-05T22:00:00.000Z"
"Baleares","49.599","49.542","100,0%","69.770","117.231","86,7%","75.476","64,4%","26.195","165.797","0","44.730","464.054","9,6%","3.875","85.839","4,5%","36","23.300","0,2%","269.681","986.279","27,3%","2021-05-06T22:00:00.000Z"
"Baleares","49.764","49.542","100,0%","72.784","117.231","90,4%","83.104","70,9%","31.159","165.797","0","45.263","464.054","9,8%","3.906","85.839","4,6%","37","23.300","0,2%","286.017","986.279","29,0%","2021-05-09T22:00:00.000Z"
"Baleares","49.788","49.542","100,0%","73.204","117.231","90,9%","85.167","72,6%","31.886","165.797","0","45.286","464.054","9,8%","3.910","85.839","4,6%","37","23.300","0,2%","289.278","986.279","29,3%","2021-05-10T22:00:00.000Z"
"Baleares","49.818","49.542","100,0%","73.382","117.231","91,1%","86.964","74,2%","32.369","165.797","0","45.315","464.054","9,8%","3.914","85.839","4,6%","38","23.300","0,2%","291.800","986.279","29,6%","2021-05-11T22:00:00.000Z"
"Baleares","49.869","49.542","100,0%","73.700","117.231","91,5%","87.298","74,5%","36.382","165.797","0","45.869","464.054","9,9%","3.961","85.839","4,6%","38","23.300","0,2%","297.117","986.279","30,1%","2021-05-12T22:00:00.000Z"
"Baleares","49.921","49.542","100,0%","74.038","117.231","92,0%","87.931","75,0%","39.805","165.797","0","46.424","464.054","10,0%","4.038","85.839","4,7%","38","23.300","0,2%","302.195","986.279","30,6%","2021-05-13T22:00:00.000Z"
"Baleares","49.958","49.542","100,0%","74.319","117.231","92,3%","89.978","76,8%","48.911","165.797","29,5%","47.365","464.054","10,2%","4.131","85.839","4,8%","39","23.300","0,2%","314.701","986.279","31,9%","2021-05-16T22:00:00.000Z"
"Baleares","49.977","49.542","100,0%","74.477","117.231","92,5%","90.658","77,3%","51.996","165.797","31,4%","47.822","464.054","10,3%","4.176","85.839","4,9%","39","23.300","0,2%","319.145","986.279","32,4%","2021-05-17T22:00:00.000Z"
"Baleares","50.034","49.542","100,0%","74.923","117.231","93,1%","91.543","78,1%","55.722","165.797","33,6%","48.063","464.054","10,4%","4.193","85.839","4,9%","40","23.300","0,2%","324.518","986.279","32,9%","2021-05-18T22:00:00.000Z"
"Baleares","50.068","49.542","100,0%","75.054","117.231","93,2%","91.927","78,4%","60.978","165.797","36,8%","48.143","464.054","10,4%","4.196","85.839","4,9%","41","23.300","0,2%","330.407","986.279","33,5%","2021-05-19T22:00:00.000Z"
"Baleares","50.094","49.542","100,0%","75.134","117.231","93,3%","92.250","78,7%","66.952","165.797","40,4%","48.266","464.054","10,4%","4.207","85.839","4,9%","41","23.300","0,2%","336.944","986.279","34,2%","2021-05-20T22:00:00.000Z"
"Baleares","50.164","49.542","100,0%","75.380","117.231","93,6%","93.059","79,4%","84.264","165.797","50,8%","49.159","464.054","10,6%","4.289","85.839","5,0%","41","23.300","0,2%","356.356","986.279","36,1%","2021-05-23T22:00:00.000Z"
"Baleares","50.173","49.542","100,0%","75.427","117.231","93,7%","93.329","79,6%","89.859","165.797","54,2%","49.185","464.054","10,6%","4.290","85.839","5,0%","41","23.300","0,2%","362.304","986.279","36,7%","2021-05-24T22:00:00.000Z"
"Baleares","50.208","49.542","100,0%","75.535","117.231","93,8%","93.635","79,9%","93.082","165.797","56,1%","50.156","464.054","10,8%","4.379","85.839","5,1%","41","23.300","0,2%","367.036","986.279","37,2%","2021-05-25T22:00:00.000Z"
"Baleares","50.258","49.542","100,0%","75.711","117.231","94,0%","93.748","80,0%","97.097","165.797","58,6%","50.247","464.054","10,8%","4.385","85.839","5,1%","41","23.300","0,2%","371.487","986.279","37,7%","2021-05-26T22:00:00.000Z"
"Baleares","50.298","49.542","100,0%","75.866","117.231","94,2%","93.889","80,1%","100.576","165.797","60,7%","50.369","464.054","10,9%","4.396","85.839","5,1%","42","23.300","0,2%","375.436","986.279","38,1%","2021-05-27T22:00:00.000Z"
